product_id,product_name,category,sub_category,total_transactions,quantity_sold,total_revenue,total_profit,average_discount,profit_margin
FUR-BO-10004388,"Ikea Library with Doors, Metal",Furniture,Bookcases,4,15,4789.00,1306.17,0.00,27.27
FUR-BO-10004399,"Bush Floating Shelf Set, Pine",Furniture,Bookcases,4,12,1768.00,-179.61,0.00,-10.16
FUR-BO-10004404,"Ikea 3-Shelf Cabinet, Pine",Furniture,Bookcases,4,13,1484.00,6.99,0.00,0.47
FUR-BO-10004407,"Ikea Floating Shelf Set, Metal",Furniture,Bookcases,8,33,3214.00,39.62,0.00,1.23
FUR-BO-10004408,"Dania Stackable Bookrack, Pine",Furniture,Bookcases,4,16,1819.00,-128.33,0.00,-7.05
FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Furniture,Bookcases,6,17,858.00,-9.95,0.00,-1.16
FUR-BO-10004423,"Ikea Corner Shelving, Pine",Furniture,Bookcases,6,23,1593.00,600.23,0.00,37.68
FUR-BO-10004425,"Sauder Library with Doors, Mobile",Furniture,Bookcases,6,21,4525.00,374.46,0.17,8.28
FUR-BO-10004430,"Bush Floating Shelf Set, Metal",Furniture,Bookcases,6,18,2850.00,54.53,0.00,1.91
FUR-BO-10004434,"Ikea Library with Doors, Traditional",Furniture,Bookcases,1,1,363.00,10.89,0.00,3.00
FUR-BO-10004441,"Ikea Library with Doors, Metal",Furniture,Bookcases,4,17,3435.00,-142.84,0.00,-4.16
FUR-BO-10004445,"Bush Stackable Bookrack, Pine",Furniture,Bookcases,4,20,2268.00,277.14,0.25,12.22
FUR-BO-10004452,"Bush Classic Bookcase, Pine",Furniture,Bookcases,3,12,2925.00,1170.21,0.00,40.01
FUR-BO-10004459,"Safco 3-Shelf Cabinet, Traditional",Furniture,Bookcases,6,18,1621.00,-20.37,0.00,-1.26
FUR-BO-10004467,"Bestar Classic Bookcase",Furniture,Bookcases,8,31,1898.00,-612.93,0.25,-32.29
FUR-BO-10004472,"Dania Library with Doors, Pine",Furniture,Bookcases,8,26,5142.00,1988.24,0.00,38.67
FUR-BO-10004483,"Ikea Floating Shelf Set, Pine",Furniture,Bookcases,2,8,1236.00,54.88,0.00,4.44
FUR-BO-10004504,"Sauder 3-Shelf Cabinet, Mobile",Furniture,Bookcases,9,37,3361.00,-19.62,0.00,-0.58
FUR-BO-10004507,"Ikea Corner Shelving, Metal",Furniture,Bookcases,3,9,995.00,-8.72,0.00,-0.88
FUR-BO-10004508,"Ikea Floating Shelf Set, Mobile",Furniture,Bookcases,4,16,1843.00,774.40,0.00,42.02
FUR-BO-10004529,"Sauder 3-Shelf Cabinet, Pine",Furniture,Bookcases,8,25,3830.00,134.33,0.00,3.51
FUR-BO-10004537,"Dania Floating Shelf Set, Mobile",Furniture,Bookcases,3,8,1194.00,328.10,0.00,27.48
FUR-BO-10004541,"Dania Library with Doors, Mobile",Furniture,Bookcases,6,16,5497.00,649.13,0.00,11.81
FUR-BO-10004547,"Bush Stackable Bookrack, Traditional",Furniture,Bookcases,9,28,3271.00,688.01,0.00,21.03
FUR-BO-10004558,"Sauder Library with Doors, Pine",Furniture,Bookcases,2,9,2126.00,399.32,0.00,18.78
FUR-BO-10004560,"Bush Floating Shelf Set, Mobile",Furniture,Bookcases,3,15,2555.00,599.46,0.00,23.46
FUR-BO-10004565,"Sauder Corner Shelving, Traditional",Furniture,Bookcases,5,17,1551.00,299.34,0.00,19.30
FUR-BO-10004567,"Bush Floating Shelf Set, Mobile",Furniture,Bookcases,8,20,2039.00,324.34,0.00,15.91
FUR-BO-10004585,"Ikea 3-Shelf Cabinet, Traditional",Furniture,Bookcases,4,19,2506.00,1018.11,0.00,40.63
FUR-BO-10004620,"Safco Stackable Bookrack, Mobile",Furniture,Bookcases,3,9,1057.00,-122.42,0.33,-11.58
FUR-BO-10004630,"Ikea Library with Doors, Mobile",Furniture,Bookcases,3,13,4574.00,54.56,0.00,1.19
FUR-BO-10004633,"Safco Stackable Bookrack, Traditional",Furniture,Bookcases,2,14,1901.00,72.41,0.00,3.81
FUR-BO-10004648,"Sauder Library with Doors, Pine",Furniture,Bookcases,3,17,6477.00,855.30,0.00,13.21
FUR-BO-10004660,"Sauder Library with Doors, Metal",Furniture,Bookcases,3,9,2672.00,336.49,0.00,12.59
FUR-BO-10004665,"Bush Classic Bookcase, Mobile",Furniture,Bookcases,5,21,8087.00,3030.46,0.00,37.47
FUR-BO-10004670,"Dania Library with Doors, Mobile",Furniture,Bookcases,1,2,730.00,124.02,0.00,16.99
FUR-BO-10004679,"Safco Library with Doors, Pine",Furniture,Bookcases,8,49,17433.00,375.23,0.00,2.15
FUR-BO-10004681,"Ikea Stackable Bookrack, Metal",Furniture,Bookcases,1,2,244.00,68.34,0.00,28.01
FUR-BO-10004690,"O'Sullivan Cherrywood Estates Traditional Barrister Bookcase",Furniture,Bookcases,2,9,1072.00,-78.36,0.00,-7.31
FUR-BO-10004695,"O'Sullivan 2-Door Barrister Bookcase in Odessa Pine",Furniture,Bookcases,7,31,4887.00,566.48,0.00,11.59
FUR-BO-10004699,"Dania 3-Shelf Cabinet, Mobile",Furniture,Bookcases,6,18,2563.00,-28.79,0.00,-1.12
FUR-BO-10004704,"Bush Corner Shelving, Pine",Furniture,Bookcases,5,19,1968.00,729.23,0.00,37.05
FUR-BO-10004707,"Ikea Library with Doors, Traditional",Furniture,Bookcases,6,32,9629.00,-1650.18,0.00,-17.14
FUR-BO-10004709,"Bush Classic Bookcase, Pine",Furniture,Bookcases,3,11,4388.00,2065.85,0.00,47.08
FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Furniture,Bookcases,9,32,1427.00,-20.29,0.00,-1.42
FUR-BO-10004725,"Sauder Library with Doors, Metal",Furniture,Bookcases,5,19,4078.00,350.69,0.00,8.60
FUR-BO-10004771,"Ikea Classic Bookcase, Traditional",Furniture,Bookcases,5,21,8315.00,1482.15,0.00,17.83
FUR-BO-10004771,"Safco Library with Doors, Traditional",Furniture,Bookcases,3,21,3274.00,-1582.65,0.00,-48.34
FUR-BO-10004773,"Ikea Floating Shelf Set, Mobile",Furniture,Bookcases,4,14,2127.00,504.56,0.00,23.72
FUR-BO-10004806,"Safco Corner Shelving, Traditional",Furniture,Bookcases,5,23,2959.00,827.90,0.00,27.98
FUR-BO-10004806,"Sauder Classic Bookcase, Metal",Furniture,Bookcases,1,6,1568.00,208.98,0.00,13.33
FUR-BO-10004821,"Dania Corner Shelving, Traditional",Furniture,Bookcases,6,37,4221.00,155.25,0.00,3.68
FUR-BO-10004824,"Safco Stackable Bookrack, Traditional",Furniture,Bookcases,5,17,2182.00,62.00,0.00,2.84
FUR-BO-10004834,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Furniture,Bookcases,5,24,15611.00,-669.53,0.00,-4.29
FUR-BO-10004834,"Safco 3-Shelf Cabinet, Mobile",Furniture,Bookcases,3,17,2776.00,241.33,0.00,8.69
FUR-BO-10004842,"Dania 3-Shelf Cabinet, Pine",Furniture,Bookcases,3,20,2682.00,796.58,0.00,29.70
FUR-BO-10004844,"Sauder Corner Shelving, Mobile",Furniture,Bookcases,3,13,1798.00,434.40,0.00,24.16
FUR-BO-10004852,"Sauder Classic Bookcase, Traditional",Furniture,Bookcases,7,35,14475.00,4861.07,0.00,33.58
FUR-BO-10004878,"Ikea 3-Shelf Cabinet, Traditional",Furniture,Bookcases,1,2,171.00,5.69,0.00,3.33
FUR-BO-10004899,"Safco Floating Shelf Set, Pine",Furniture,Bookcases,3,14,1426.00,-385.63,0.00,-27.04
FUR-BO-10004911,"Ikea Corner Shelving, Mobile",Furniture,Bookcases,5,20,2363.00,-22.78,0.00,-0.96
FUR-BO-10004914,"Bush 3-Shelf Cabinet, Traditional",Furniture,Bookcases,9,21,2665.00,318.03,0.00,11.93
FUR-BO-10004917,"Dania Stackable Bookrack, Mobile",Furniture,Bookcases,3,4,487.00,179.88,0.00,36.94
FUR-BO-10004924,"Sauder Library with Doors, Traditional",Furniture,Bookcases,2,10,2584.00,310.00,0.00,12.00
FUR-BO-10004926,"Safco 3-Shelf Cabinet, Traditional",Furniture,Bookcases,2,9,1368.00,288.68,0.00,21.10
FUR-BO-10004935,"Ikea Stackable Bookrack, Mobile",Furniture,Bookcases,1,4,133.00,-93.44,1.00,-70.26
FUR-BO-10004947,"Safco Stackable Bookrack, Pine",Furniture,Bookcases,7,30,3877.00,991.32,0.00,25.57
FUR-BO-10004980,"Bush Library with Doors, Mobile",Furniture,Bookcases,2,3,685.00,-4.93,0.00,-0.72
FUR-BO-10004999,"Safco Classic Bookcase, Metal",Furniture,Bookcases,5,25,10372.00,4681.86,0.00,45.14
FUR-BUS-10000332,"Bush Library with Doors, Traditional",Furniture,Bookcases,4,8,2040.00,-728.69,0.25,-35.72
FUR-BUS-10000984,"Bush 3-Shelf Cabinet, Traditional",Furniture,Bookcases,2,5,616.00,57.29,0.50,9.30
FUR-BUS-10001187,"Bush Classic Bookcase, Metal",Furniture,Bookcases,2,6,1483.00,-148.54,0.50,-10.02
FUR-BUS-10001243,"Bush Classic Bookcase, Pine",Furniture,Bookcases,4,13,4802.00,2057.54,0.25,42.85
FUR-BUS-10001781,"Bush Library with Doors, Metal",Furniture,Bookcases,1,6,2183.00,327.24,0.00,14.99
FUR-BUS-10001876,"Bush 3-Shelf Cabinet, Pine",Furniture,Bookcases,1,1,43.00,-89.75,1.00,-208.72
FUR-BUS-10002040,"Bush Library with Doors, Mobile",Furniture,Bookcases,9,20,5099.00,109.48,0.44,2.15
FUR-BUS-10002138,"Bush Stackable Bookrack, Pine",Furniture,Bookcases,3,7,882.00,185.22,0.00,21.00
FUR-BUS-10002192,"Bush 3-Shelf Cabinet, Metal",Furniture,Bookcases,1,1,143.00,41.40,0.00,28.95
FUR-BUS-10002639,"Bush Corner Shelving, Mobile",Furniture,Bookcases,8,33,2201.00,-220.26,0.50,-10.01
FUR-BUS-10002989,"Bush Classic Bookcase, Traditional",Furniture,Bookcases,3,6,2475.00,1015.02,0.00,41.01
FUR-BUS-10003055,"Bush Stackable Bookrack, Pine",Furniture,Bookcases,5,15,1349.00,205.94,0.20,15.27
FUR-BUS-10003368,"Bush Floating Shelf Set, Mobile",Furniture,Bookcases,2,6,799.00,17.33,0.50,2.17
FUR-BUS-10003708,"Bush Stackable Bookrack, Traditional",Furniture,Bookcases,2,3,197.00,-80.00,0.50,-40.61
FUR-BUS-10003724,"Bush Corner Shelving, Metal",Furniture,Bookcases,1,6,741.00,103.68,0.00,13.99
FUR-BUS-10004121,"Bush 3-Shelf Cabinet, Mobile",Furniture,Bookcases,3,4,278.00,-218.89,0.67,-78.74
FUR-BUS-10004336,"Bush Corner Shelving, Traditional",Furniture,Bookcases,3,5,471.00,-18.74,0.33,-3.98
FUR-BUS-10004475,"Bush Floating Shelf Set, Traditional",Furniture,Bookcases,3,4,565.00,3.35,0.33,0.59
FUR-BUS-10004622,"Bush Corner Shelving, Pine",Furniture,Bookcases,2,2,250.00,120.30,0.00,48.12
FUR-BUS-10004644,"Bush Library with Doors, Pine",Furniture,Bookcases,1,2,731.00,80.40,0.00,11.00
FUR-BUS-10004820,"Bush Classic Bookcase, Mobile",Furniture,Bookcases,6,9,3446.00,-103.80,0.17,-3.01
FUR-BUS-10004854,"Bush Floating Shelf Set, Pine",Furniture,Bookcases,7,17,2210.00,184.32,0.29,8.34
FUR-BUS-10004882,"Bush Floating Shelf Set, Metal",Furniture,Bookcases,3,5,649.00,-128.08,0.33,-19.73
FUR-CH-10000005,"Office Star Executive Leather Armchair, Adjustable",Furniture,Chairs,1,2,564.00,-263.20,0.00,-46.67
FUR-CH-10000013,"Hon Steel Folding Chair, Black",Furniture,Chairs,2,9,513.00,15.56,0.00,3.03
FUR-CH-10000015,"Hon Multipurpose Stacking Arm Chairs",Furniture,Chairs,6,36,6584.00,814.41,0.00,12.37
FUR-CH-10000025,"Office Star Rocking Chair, Set of Two",Furniture,Chairs,10,33,3971.00,192.87,0.00,4.86
FUR-CH-10000026,"SAFCO Rocking Chair, Black",Furniture,Chairs,15,47,5350.00,-627.53,0.00,-11.73
FUR-CH-10000027,"SAFCO Executive Leather Armchair, Black",Furniture,Chairs,12,50,21329.00,1363.23,0.00,6.39
FUR-CH-10000042,"Harbour Creations Swivel Stool, Black",Furniture,Chairs,1,2,355.00,170.58,0.00,48.05
FUR-CH-10000051,"Harbour Creations Executive Leather Armchair, Black",Furniture,Chairs,2,10,3979.00,663.02,0.00,16.66
FUR-CH-10000068,"Office Star Steel Folding Chair, Red",Furniture,Chairs,4,20,1156.00,-459.05,0.00,-39.71
FUR-CH-10000068,"SAFCO Rocking Chair, Black",Furniture,Chairs,1,1,132.00,5.28,0.00,4.00
FUR-CH-10000089,"Hon Rocking Chair, Black",Furniture,Chairs,1,4,137.00,-41.02,1.00,-29.94
FUR-CH-10000105,"Hon Steel Folding Chair, Set of Two",Furniture,Chairs,3,19,1029.00,-227.14,0.33,-22.07
FUR-CH-10000105,"Novimex Bag Chairs, Black",Furniture,Chairs,13,64,1647.00,607.69,0.00,36.90
FUR-CH-10000110,"Hon Bag Chairs, Red",Furniture,Chairs,7,29,1104.00,357.01,0.00,32.34
FUR-CH-10000117,"Novimex Steel Folding Chair, Black",Furniture,Chairs,6,22,1626.00,184.61,0.00,11.35
FUR-CH-10000133,"Harbour Creations Steel Folding Chair, Black",Furniture,Chairs,3,16,1251.00,-32.51,0.00,-2.60
FUR-CH-10000136,"Harbour Creations Steel Folding Chair, Set of Two",Furniture,Chairs,1,2,53.00,-17.39,1.00,-32.81
FUR-CH-10000155,"Global Comet Stacking Armless Chair",Furniture,Chairs,6,14,3528.00,514.36,0.00,14.58
FUR-CH-10000171,"SAFCO Steel Folding Chair, Adjustable",Furniture,Chairs,4,12,589.00,164.64,0.00,27.95
FUR-CH-10000182,"Office Star Bag Chairs, Adjustable",Furniture,Chairs,1,5,77.00,-36.76,1.00,-47.74
FUR-CH-10000187,"Hon Chairmat, Red",Furniture,Chairs,10,34,1614.00,196.92,0.00,12.20
FUR-CH-10000213,"Hon Swivel Stool, Red",Furniture,Chairs,2,9,1326.00,73.58,0.00,5.55
FUR-CH-10000214,"Harbour Creations Bag Chairs, Black",Furniture,Chairs,3,10,444.00,-94.87,0.67,-21.37
FUR-CH-10000214,"Hon Rocking Chair, Set of Two",Furniture,Chairs,2,4,318.00,-191.36,0.00,-60.18
FUR-CH-10000225,"Global Geo Office Task Chair, Gray",Furniture,Chairs,7,25,1758.00,-166.02,0.00,-9.44
FUR-CH-10000229,"Global Enterprise Series Seating High-Back Swivel/Tilt Chairs",Furniture,Chairs,4,10,2032.00,-460.67,0.00,-22.67
FUR-CH-10000233,"SAFCO Chairmat, Red",Furniture,Chairs,7,18,535.00,89.08,0.00,16.65
FUR-CH-10000258,"Office Star Steel Folding Chair, Red",Furniture,Chairs,9,33,2671.00,-174.66,0.00,-6.54
FUR-CH-10000265,"Office Star Chairmat, Adjustable",Furniture,Chairs,8,37,1631.00,332.37,0.00,20.38
FUR-CH-10000294,"Office Star Swivel Stool, Red",Furniture,Chairs,6,24,4176.00,918.00,0.00,21.98
FUR-CH-10000302,"Novimex Rocking Chair, Red",Furniture,Chairs,9,24,1680.00,-21.21,0.11,-1.26
FUR-CH-10000309,"Global Comet Stacking Arm Chair",Furniture,Chairs,5,17,6084.00,697.13,0.00,11.46
FUR-CH-10000326,"SAFCO Rocking Chair, Red",Furniture,Chairs,5,27,1980.00,569.82,0.00,28.78
FUR-CH-10000333,"SAFCO Swivel Stool, Black",Furniture,Chairs,3,8,1043.00,195.27,0.00,18.72
FUR-CH-10000336,"SAFCO Chairmat, Set of Two",Furniture,Chairs,5,22,695.00,-124.53,0.00,-17.92
FUR-CH-10000343,"Hon Executive Leather Armchair, Black",Furniture,Chairs,6,16,4023.00,755.63,0.00,18.78
FUR-CH-10000351,"Novimex Chairmat, Set of Two",Furniture,Chairs,13,47,2558.00,821.75,0.00,32.12
FUR-CH-10000373,"Hon Steel Folding Chair, Set of Two",Furniture,Chairs,1,2,167.00,81.96,0.00,49.08
FUR-CH-10000391,"Novimex Bag Chairs, Red",Furniture,Chairs,8,29,1218.00,-9.22,0.00,-0.76
FUR-CH-10000399,"Hon Swivel Stool, Set of Two",Furniture,Chairs,4,16,2356.00,338.34,0.25,14.36
FUR-CH-10000414,"Novimex Chairmat, Black",Furniture,Chairs,7,23,633.00,-144.85,0.00,-22.88
FUR-CH-10000422,"Global Highback Leather Tilter in Burgundy",Furniture,Chairs,9,34,2647.00,49.13,0.00,1.86
FUR-CH-10000423,"Hon Chairmat, Set of Two",Furniture,Chairs,4,16,861.00,139.48,0.00,16.20
FUR-CH-10000430,"SAFCO Rocking Chair, Set of Two",Furniture,Chairs,7,33,2742.00,600.18,0.00,21.89
FUR-CH-10000430,"SAFCO Swivel Stool, Red",Furniture,Chairs,6,25,3636.00,1074.65,0.00,29.56
FUR-CH-10000432,"Harbour Creations Swivel Stool, Adjustable",Furniture,Chairs,12,39,6173.00,-520.69,0.00,-8.43
FUR-CH-10000438,"Novimex Chairmat, Adjustable",Furniture,Chairs,1,4,141.00,-94.13,0.00,-66.76
FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Furniture,Chairs,12,51,10638.00,1927.45,0.00,18.12
FUR-CH-10000470,"Novimex Executive Leather Armchair, Red",Furniture,Chairs,1,2,552.00,-331.38,0.00,-60.03
FUR-CH-10000479,"Harbour Creations Executive Leather Armchair, Adjustable",Furniture,Chairs,3,9,3816.00,1653.59,0.00,43.33
FUR-CH-10000488,"SAFCO Steel Folding Chair, Black",Furniture,Chairs,4,11,649.00,-19.32,0.25,-2.98
FUR-CH-10000513,"High-Back Leather Manager's Chair",Furniture,Chairs,9,42,4771.00,-197.59,0.00,-4.14
FUR-CH-10000527,"Office Star Executive Leather Armchair, Adjustable",Furniture,Chairs,1,8,3720.00,632.40,0.00,17.00
FUR-CH-10000528,"Novimex Steel Folding Chair, Adjustable",Furniture,Chairs,5,25,1208.00,-189.32,0.00,-15.67
FUR-CH-10000546,"Harbour Creations Executive Leather Armchair, Adjustable",Furniture,Chairs,3,14,5666.00,1666.35,0.00,29.41
FUR-CH-10000553,"Metal Folding Chairs, Beige, 4/Carton",Furniture,Chairs,5,23,687.00,115.73,0.00,16.85
FUR-CH-10000568,"Hon Bag Chairs, Black",Furniture,Chairs,1,2,68.00,-0.05,0.00,-0.07
FUR-CH-10000583,"Novimex Swivel Stool, Set of Two",Furniture,Chairs,3,16,2400.00,746.55,0.00,31.11
FUR-CH-10000595,"Safco Contoured Stacking Chairs",Furniture,Chairs,8,27,5697.00,870.16,0.00,15.27
FUR-CH-10000602,"Novimex Executive Leather Armchair, Red",Furniture,Chairs,8,36,15560.00,-345.80,0.00,-2.22
FUR-CH-10000603,"Hon Bag Chairs, Red",Furniture,Chairs,5,15,627.00,173.54,0.00,27.68
FUR-CH-10000604,"Office Star Rocking Chair, Set of Two",Furniture,Chairs,1,3,115.00,-105.97,1.00,-92.15
FUR-CH-10000608,"Office Star Chairmat, Set of Two",Furniture,Chairs,6,25,1306.00,233.76,0.00,17.90
FUR-CH-10000656,"Hon Swivel Stool, Adjustable",Furniture,Chairs,5,19,1816.00,322.30,0.00,17.75
FUR-CH-10000660,"Novimex Executive Leather Armchair, Adjustable",Furniture,Chairs,7,27,11312.00,2824.19,0.00,24.97
FUR-CH-10000663,"Hon Steel Folding Chair, Adjustable",Furniture,Chairs,2,11,831.00,73.69,0.00,8.87
FUR-CH-10000665,"Global Airflow Leather Mesh Back Chair, Black",Furniture,Chairs,9,32,3955.00,573.72,0.00,14.51
FUR-CH-10000666,"SAFCO Chairmat, Black",Furniture,Chairs,1,2,69.00,-26.41,0.00,-38.28
FUR-CH-10000667,"Novimex Chairmat, Black",Furniture,Chairs,4,11,421.00,-42.16,0.50,-10.01
FUR-CH-10000677,"Hon Steel Folding Chair, Red",Furniture,Chairs,5,15,586.00,-65.37,0.00,-11.16
FUR-CH-10000685,"Hon Executive Leather Armchair, Black",Furniture,Chairs,3,10,4343.00,1462.83,0.00,33.68
FUR-CH-10000689,"SAFCO Chairmat, Red",Furniture,Chairs,1,1,36.00,-0.62,0.00,-1.72
FUR-CH-10000690,"Novimex Bag Chairs, Black",Furniture,Chairs,2,7,165.00,-5.32,0.50,-3.22
FUR-CH-10000694,"Novimex Steel Folding Chair, Red",Furniture,Chairs,6,16,1101.00,74.82,0.00,6.80
FUR-CH-10000727,"Office Star Chairmat, Set of Two",Furniture,Chairs,2,5,313.00,122.47,0.00,39.13
FUR-CH-10000745,"Hon Chairmat, Adjustable",Furniture,Chairs,6,30,1584.00,260.94,0.00,16.47
FUR-CH-10000749,"Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms",Furniture,Chairs,2,13,2208.00,231.65,0.00,10.49
FUR-CH-10000774,"SAFCO Rocking Chair, Set of Two",Furniture,Chairs,1,2,274.00,0.00,0.00,0.00
FUR-CH-10000777,"Harbour Creations Executive Leather Armchair, Adjustable",Furniture,Chairs,8,26,6973.00,1337.71,0.00,19.18
FUR-CH-10000783,"Office Star Executive Leather Armchair, Adjustable",Furniture,Chairs,3,11,5076.00,526.09,0.00,10.36
FUR-CH-10000785,"Global Ergonomic Managers Chair",Furniture,Chairs,11,39,6008.00,785.43,0.00,13.07
FUR-CH-10000788,"Hon Rocking Chair, Adjustable",Furniture,Chairs,10,29,2181.00,-339.42,0.00,-15.56
FUR-CH-10000790,"Hon Chairmat, Adjustable",Furniture,Chairs,1,2,116.00,58.02,0.00,50.02
FUR-CH-10000807,"Hon Rocking Chair, Adjustable",Furniture,Chairs,4,16,1917.00,808.95,0.00,42.20
FUR-CH-10000825,"SAFCO Chairmat, Red",Furniture,Chairs,11,31,1645.00,514.45,0.00,31.27
FUR-CH-10000836,"SAFCO Swivel Stool, Adjustable",Furniture,Chairs,7,22,2499.00,74.80,0.00,2.99
FUR-CH-10000843,"SAFCO Executive Leather Armchair, Set of Two",Furniture,Chairs,9,21,5810.00,-95.84,0.00,-1.65
FUR-CH-10000847,"Global Executive Mid-Back Manager's Chair",Furniture,Chairs,6,18,4626.00,750.72,0.00,16.23
FUR-CH-10000848,"SAFCO Executive Leather Armchair, Set of Two",Furniture,Chairs,1,2,835.00,296.72,0.00,35.54
FUR-CH-10000852,"Novimex Chairmat, Set of Two",Furniture,Chairs,10,36,1069.00,310.65,0.00,29.06
FUR-CH-10000857,"Harbour Creations Rocking Chair, Black",Furniture,Chairs,2,12,1562.00,346.97,0.00,22.21
FUR-CH-10000863,"Novimex Swivel Fabric Task Chair",Furniture,Chairs,8,25,2914.00,-445.39,0.00,-15.28
FUR-CH-10000885,"Hon Executive Leather Armchair, Adjustable",Furniture,Chairs,10,36,8886.00,1054.03,0.00,11.86
FUR-CH-10000891,"Harbour Creations Executive Leather Armchair, Black",Furniture,Chairs,8,45,11430.00,772.88,0.00,6.76
FUR-CH-10000892,"SAFCO Executive Leather Armchair, Red",Furniture,Chairs,5,30,7997.00,-1046.28,0.00,-13.08
FUR-CH-10000920,"Novimex Executive Leather Armchair, Adjustable",Furniture,Chairs,1,2,243.00,-230.82,1.00,-94.99
FUR-CH-10000932,"Harbour Creations Executive Leather Armchair, Red",Furniture,Chairs,5,28,8185.00,3387.83,0.00,41.39
FUR-CH-10000953,"Harbour Creations Swivel Stool, Black",Furniture,Chairs,8,40,3861.00,-592.60,0.00,-15.35
FUR-CH-10000966,"Harbour Creations Chairmat, Set of Two",Furniture,Chairs,6,23,1516.00,28.44,0.17,1.88
FUR-CH-10000969,"Hon Executive Leather Armchair, Red",Furniture,Chairs,4,8,3078.00,-597.21,0.00,-19.40
FUR-CH-10000974,"Harbour Creations Executive Leather Armchair, Black",Furniture,Chairs,7,24,9386.00,1430.24,0.00,15.24
FUR-CH-10000981,"Novimex Swivel Stool, Set of Two",Furniture,Chairs,1,5,750.00,-41.81,0.00,-5.57
FUR-CH-10000988,"Hon Olson Stacker Stools",Furniture,Chairs,10,44,5294.00,833.59,0.00,15.75
FUR-CH-10000994,"Harbour Creations Rocking Chair, Black",Furniture,Chairs,10,41,5302.00,378.10,0.00,7.13
FUR-CH-10000994,"Office Star Steel Folding Chair, Red",Furniture,Chairs,2,6,550.00,32.94,0.00,5.99
FUR-CH-10000996,"Harbour Creations Steel Folding Chair, Black",Furniture,Chairs,6,24,1322.00,-127.33,0.00,-9.63
FUR-CH-10001021,"Office Star Rocking Chair, Red",Furniture,Chairs,1,3,282.00,118.32,0.00,41.96
FUR-CH-10001037,"SAFCO Chairmat, Adjustable",Furniture,Chairs,3,14,804.00,122.98,0.00,15.30
FUR-CH-10001039,"Harbour Creations Rocking Chair, Adjustable",Furniture,Chairs,5,20,2064.00,29.60,0.20,1.43
FUR-CH-10001043,"Harbour Creations Bag Chairs, Red",Furniture,Chairs,2,9,259.00,-57.37,0.50,-22.15
FUR-CH-10001044,"Harbour Creations Steel Folding Chair, Adjustable",Furniture,Chairs,7,23,1298.00,-179.74,0.00,-13.85
FUR-CH-10001051,"Hon Chairmat, Red",Furniture,Chairs,5,21,973.00,-31.19,0.20,-3.21
FUR-CH-10001114,"Hon Chairmat, Set of Two",Furniture,Chairs,8,32,1095.00,415.57,0.00,37.95
FUR-CH-10001130,"Harbour Creations Swivel Stool, Set of Two",Furniture,Chairs,10,35,3770.00,66.68,0.00,1.77
FUR-CH-10001138,"Office Star Swivel Stool, Black",Furniture,Chairs,6,16,2266.00,646.12,0.00,28.51
FUR-CH-10001146,"Global Task Chair, Black",Furniture,Chairs,5,12,462.00,-80.41,0.00,-17.40
FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",Furniture,Chairs,10,39,1979.00,197.90,0.00,10.00
FUR-CH-10001147,"Hon Swivel Stool, Adjustable",Furniture,Chairs,8,30,4288.00,-247.92,0.00,-5.78
FUR-CH-10001150,"SAFCO Steel Folding Chair, Red",Furniture,Chairs,4,15,1140.00,458.20,0.00,40.19
FUR-CH-10001153,"Harbour Creations Bag Chairs, Adjustable",Furniture,Chairs,5,19,961.00,303.87,0.00,31.62
FUR-CH-10001187,"Novimex Chairmat, Set of Two",Furniture,Chairs,1,6,352.00,129.96,0.00,36.92
FUR-CH-10001190,"Global Deluxe High-Back Office Chair in Storm",Furniture,Chairs,3,10,1088.00,-149.60,0.00,-13.75
FUR-CH-10001191,"Hon Bag Chairs, Adjustable",Furniture,Chairs,1,2,57.00,-15.25,0.00,-26.75
FUR-CH-10001191,"Office Star Steel Folding Chair, Red",Furniture,Chairs,1,5,122.00,-149.82,1.00,-122.80
FUR-CH-10001203,"Novimex Steel Folding Chair, Set of Two",Furniture,Chairs,8,32,2333.00,-262.51,0.00,-11.25
FUR-CH-10001204,"Harbour Creations Steel Folding Chair, Red",Furniture,Chairs,6,12,976.00,260.18,0.00,26.66
FUR-CH-10001207,"Hon Executive Leather Armchair, Red",Furniture,Chairs,5,18,7323.00,293.49,0.00,4.01
FUR-CH-10001215,"Global Troy Executive Leather Low-Back Tilter",Furniture,Chairs,9,32,12976.00,951.88,0.00,7.34
FUR-CH-10001220,"Harbour Creations Chairmat, Set of Two",Furniture,Chairs,1,4,178.00,-115.92,0.00,-65.12
FUR-CH-10001237,"Hon Swivel Stool, Black",Furniture,Chairs,5,22,3191.00,637.95,0.00,19.99
FUR-CH-10001262,"Novimex Bag Chairs, Red",Furniture,Chairs,8,25,620.00,-70.56,0.00,-11.38
FUR-CH-10001262,"Office Star Rocking Chair, Set of Two",Furniture,Chairs,2,9,1288.00,257.58,0.00,20.00
FUR-CH-10001270,"Harbour Creations Steel Folding Chair",Furniture,Chairs,8,34,2391.00,336.39,0.00,14.07
